User_ID,Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
U2782,30,Australia,Spotify,Rock,118,173,The Weeknd,Premium,Night,47.23,59.58
U5715,53,Canada,Deezer,Country,442,447,Bad Bunny,,Afternoon,,78.34
U5701,53,Australia,YouTube,Reggae,98,488,Bad Bunny,Free,Afternoon,31.96,8.2
U5118,14,Germany,Tidal,Rock,458,232,BTS,Premium,Afternoon,79.1,5.43
U2652,60,USA,Spotify,Pop,563,237,Adele,Premium,Afternoon,42.34,30.09
U2483,54,Bharat,Amazon Music,Rock,576,232,,Premium,Night,24.81,41.46
U3275,55,Bharat,Amazon Music,Hip-Hop,117,52,Dua Lipa,Free,Morning,15.81,29.1
U1877,39,Brazil,Deezer,Pop,12,202,Post Malone,Premium,Afternoon,48.96,43.88
U4525,44,Bharat,Amazon Music,Metal,341,70,Bad Bunny,Free,Night,73.46,66.9
U3016,54,Bharat,Amazon Music,Rock,367,29,Ed Sheeran,Free,Morning,14.74,73.6
U1426,34,USA,YouTube,Jazz,22,158,Ed Sheeran,Free,Night,26.46,55.69
U1626,55,South Korea,Tidal,Rock,141,119,Billie Eilish,Premium,Morning,86.18,23.25
U2589,28,Australia,YouTube,Metal,305,208,Dua Lipa,Free,Night,44.09,71.29
U3223,13,Brazil,YouTube,,234,72,Billie Eilish,Free,Night,70.1,41.6
U3217,57,Japan,Spotify,Hip-Hop,71,416,BTS,Free,Afternoon,37.7,21.99
U5483,23,Brazil,YouTube,Rock,375,134,Dua Lipa,Free,Morning,62.39,73.71
U2485,19,Japan,Deezer,Rock,106,273,BTS,Free,Night,76.18,54.19
U2739,25,Germany,Spotify,Rock,62,383,The Weeknd,Premium,Morning,61.19,71.45
U3480,38,South Korea,Spotify,Rock,528,195,The Weeknd,Premium,Afternoon,67.63,47.74
U3584,54,USA,Deezer,EDM,54,140,Dua Lipa,Premium,Night,75.04,43.34
U3893,39,India,Apple Music,R&B,345,478,Dua Lipa,Premium,Morning,83.93,7.91
U1149,28,India,Amazon Music,R&B,23,491,Drake,Free,Night,12.85,44.53
U1676,43,,,Country,593,488,Post Malone,Premium,Night,44.31,12.25
U2261,59,Australia,Tidal,R&B,105,369,Bad Bunny,Premium,Morning,81.06,74.26
U5917,41,Brazil,Amazon Music,Country,89,74,BTS,Premium,Night,49.54,73.88
U1012,46,Canada,Deezer,Rock,389,328,Ed Sheeran,Premium,Afternoon,20.24,43.38
U2833,50,Brazil,YouTube,Jazz,80,64,Bad Bunny,Premium,Morning,47.94,53.85
U4248,36,France,YouTube,R&B,539,491,Adele,Free,Afternoon,10.09,24.35
U2491,56,Canada,Amazon Music,Hip-Hop,377,381,Bad Bunny,Premium,Afternoon,21.82,34.95
U3727,27,USA,Amazon Music,Jazz,10,7,The Weeknd,,Afternoon,14.98,69.59
U4686,25,Japan,Spotify,EDM,522,47,Ed Sheeran,Free,Afternoon,88.03,29.4
U2424,52,UK,Amazon Music,Metal,393,450,The Weeknd,Premium,Afternoon,10.8,32.94
U5605,28,Germany,Tidal,Pop,563,186,The Weeknd,Premium,Morning,12.77,32.15
U5595,33,Australia,,Metal,267,9,Billie Eilish,Free,Night,13.91,59.16
U1731,28,France,Tidal,Metal,360,162,Adele,Free,Morning,82.09,77.4
U2231,22,Brazil,Tidal,Metal,228,469,Billie Eilish,Free,Night,67.96,55.81
U2634,32,UK,,Rock,473,496,The Weeknd,Free,Afternoon,70.25,67.08
U4936,27,USA,Deezer,Rock,149,270,BTS,,Night,67.01,25.27
U2210,48,Australia,Apple Music,Metal,174,124,The Weeknd,Free,Afternoon,88.75,38.62
U4268,60,,Tidal,Hip-Hop,130,119,Adele,Free,Morning,19.7,13.84
U2934,45,Japan,Amazon Music,Pop,558,474,Billie Eilish,Premium,Night,64.85,25.32
U1553,39,USA,Deezer,Rock,55,130,Adele,Free,Morning,30.0,14.68
U1491,39,Australia,YouTube,Reggae,152,39,Post Malone,Premium,Afternoon,75.68,74.84
U3962,13,UK,Apple Music,Hip-Hop,407,141,Post Malone,Premium,Afternoon,88.06,41.65
U3329,23,Brazil,Tidal,Reggae,44,324,Post Malone,Premium,Afternoon,30.87,13.27
U3195,50,Brazil,YouTube,Jazz,156,416,Drake,Free,Morning,80.42,75.73
U4064,44,USA,Amazon Music,Pop,597,223,Post Malone,Free,Night,14.14,21.76
U1657,48,USA,Deezer,Pop,260,426,Post Malone,Premium,Night,34.34,34.55
U3374,60,Japan,Deezer,Metal,207,151,The Weeknd,Free,Night,23.1,27.41
U3225,27,Germany,Spotify,,599,218,Dua Lipa,Premium,Night,73.02,41.38
U5264,33,Brazil,YouTube,R&B,384,69,Billie Eilish,Free,Afternoon,37.85,6.49
U2170,24,Canada,Deezer,EDM,572,465,Drake,Free,Midnight,58.59,36.9
U1132,26,USA,Apple Music,Rock,264,226,Adele,Free,Morning,57.57,53.83
U1471,60,UK,Deezer,Reggae,112,222,Taylor Swift,Free,Afternoon,43.07,22.33
U4225,16,Canada,Tidal,Jazz,162,483,Bad Bunny,Premium,Morning,53.84,69.68
U2405,22,Canada,Deezer,EDM,558,389,Drake,Premium,Morning,51.79,46.4
U3876,44,South Korea,Tidal,Country,32,318,Bad Bunny,Free,Afternoon,17.23,50.02
U5504,27,India,Tidal,,228,26,,,Afternoon,76.55,46.34
U5692,14,Canada,Tidal,Hip-Hop,132,130,Taylor Swift,Free,Morning,57.89,70.57
U3826,15,UK,YouTube,EDM,275,453,Adele,Premium,Night,54.79,71.85
U1287,59,South Korea,Amazon Music,Reggae,311,428,BTS,Premium,Night,74.86,20.09
U2869,14,Australia,Apple Music,Country,46,379,Taylor Swift,Premium,Afternoon,49.57,31.52
U4114,54,USA,Amazon Music,Hip-Hop,184,132,Dua Lipa,Premium,Night,35.54,26.05
U4625,47,Australia,Amazon Music,Pop,404,300,Post Malone,Premium,Afternoon,66.54,17.18
U3312,26,Australia,Apple Music,Jazz,570,420,Adele,Free,Morning,84.54,57.68
U5923,56,Bharat,YouTube,Rock,518,183,Taylor Swift,Free,Night,33.35,26.51
U2618,52,Bharat,Spotify,Classical,591,163,Adele,Premium,Night,46.08,36.66
U1994,57,USA,Spotify,Rock,26,333,Adele,Free,Morning,50.5,78.5
U2803,48,Canada,Tidal,Pop,303,320,Adele,Premium,Night,26.71,9.82
U3642,50,Germany,Spotify,Classical,384,394,Post Malone,Premium,Night,11.36,20.55
U5802,43,Japan,Tidal,EDM,434,130,Adele,Premium,Night,32.49,21.25
U4535,16,Brazil,Amazon Music,R&B,160,443,BTS,Premium,Morning,16.91,70.81
U5831,18,South Korea,YouTube,Hip-Hop,121,414,Taylor Swift,Premium,Night,81.79,52.51
U4911,23,Brazil,Apple Music,Pop,389,218,Bad Bunny,Premium,Morning,36.52,44.5
U3107,33,Japan,YouTube,R&B,504,81,Taylor Swift,Free,Night,87.6,61.56
U4044,23,Australia,Apple Music,EDM,539,425,Ed Sheeran,Free,Night,81.9,10.96
U1416,59,Japan,Spotify,Jazz,44,329,Dua Lipa,Free,Afternoon,36.99,48.88
U1977,16,UK,Amazon Music,,20,184,The Weeknd,Free,Afternoon,21.84,15.75
U3417,27,Canada,Spotify,R&B,60,276,Billie Eilish,Premium,Afternoon,53.02,78.01
U1505,26,USA,YouTube,Pop,196,24,Billie Eilish,Premium,Afternoon,69.26,74.61
U5152,25,Australia,Apple Music,Hip-Hop,14,203,Post Malone,Free,Afternoon,39.52,46.09
U5255,26,Australia,Apple Music,R&B,583,142,Drake,Premium,Morning,53.16,41.11
U4941,51,Bharat,Apple Music,Reggae,224,453,Bad Bunny,,Night,88.7,25.97
U1414,15,UK,Amazon Music,EDM,551,405,BTS,Free,Morning,13.43,32.35
,47,France,Apple Music,Classical,253,409,Drake,Premium,Night,87.05,65.32
U2183,32,Germany,Amazon Music,R&B,397,439,BTS,Free,Night,59.69,39.87
U1485,30,UK,Spotify,Country,564,217,Taylor Swift,Free,Morning,86.18,58.16
U1893,21,Japan,Spotify,Reggae,240,32,The Weeknd,Free,Afternoon,24.89,57.76
U1805,57,Brazil,Tidal,EDM,95,157,Ed Sheeran,Free,Night,87.44,42.48
U1555,45,Brazil,YouTube,Classical,383,497,Dua Lipa,Free,Night,61.07,33.32
U4825,15,South Korea,Apple Music,R&B,428,170,The Weeknd,Free,Night,11.78,29.35
U2197,19,Canada,Spotify,R&B,250,83,Adele,Premium,Night,61.5,44.85
U5253,40,Canada,YouTube,R&B,501,226,Post Malone,,Morning,57.24,77.22
U5058,32,South Korea,Tidal,Country,389,95,Ed Sheeran,Premium,Morning,75.83,65.45
U2293,53,France,Apple Music,Reggae,198,135,The Weeknd,Premium,Morning,47.72,36.67
U3221,50,France,Spotify,Hip-Hop,205,193,BTS,Free,Morning,88.86,63.99
,51,Japan,Apple Music,EDM,30,281,Dua Lipa,Premium,Afternoon,39.6,57.07
U4654,24,USA,Deezer,Hip-Hop,211,177,Billie Eilish,Free,Morning,78.93,12.64
U5758,52,Australia,Tidal,Country,393,326,Drake,Free,Night,55.07,28.88
U4006,57,UK,Spotify,Metal,314,269,Adele,Free,Morning,32.01,20.26
U3093,30,USA,Amazon Music,Metal,332,76,The Weeknd,Free,Morning,21.65,20.61
U3187,41,Bharat,,Country,27,461,Drake,Premium,Night,13.3,29.2
U4036,26,USA,Deezer,Jazz,243,72,Bad Bunny,Premium,Afternoon,85.57,7.0
U4918,38,,Spotify,Country,330,202,Billie Eilish,,Night,64.61,39.18
U2272,31,UK,Deezer,Pop,135,53,BTS,Free,Morning,71.98,34.28
U1290,36,France,YouTube,Metal,21,108,Adele,Premium,Afternoon,33.13,57.81
U5827,53,USA,Deezer,Country,306,141,Adele,Free,Night,21.36,55.59
U1252,21,Bharat,YT,Pop,557,232,Adele,Free,Night,79.16,41.87
U4245,32,Japan,Spotify,Reggae,20,276,Bad Bunny,Free,Night,83.96,26.59
U1350,21,India,Amazon Music,EDM,218,27,Bad Bunny,Premium,Morning,88.09,31.22
U2187,33,Canada,Deezer,EDM,30,77,Post Malone,Free,Morning,24.97,74.59
U2961,56,Australia,Tidal,Jazz,448,125,Bad Bunny,Free,Morning,58.94,75.65
U1422,52,Brazil,Spotify,Country,495,88,Dua Lipa,Free,Afternoon,17.13,69.66
U1090,13,Australia,Amazon Music,Country,31,354,Bad Bunny,Free,Morning,25.42,72.64
U4729,23,Australia,Amazon Music,Pop,358,438,BTS,Free,Morning,58.55,41.22
U3236,17,India,Deezer,Country,519,494,Drake,Premium,Afternoon,39.31,42.47
U1670,40,Australia,Amazon Music,Hip-Hop,367,106,Adele,Premium,Morning,70.89,49.43
U4040,34,,Deezer,Jazz,258,498,Adele,Free,Morning,74.09,52.36
U1026,23,Japan,Tidal,Hip-Hop,537,494,Taylor Swift,Free,Morning,88.09,62.45
U1429,54,Canada,YT,Reggae,245,410,Billie Eilish,,Afternoon,69.36,62.15
U1683,38,France,Amazon Music,Country,600,208,Billie Eilish,Free,Night,79.74,55.48
,49,,Deezer,Metal,347,484,The Weeknd,Free,Morning,81.67,62.04
U4945,47,Canada,Amazon Music,Classical,335,486,Adele,Free,Afternoon,32.02,66.03
U4523,13,UK,Tidal,,127,163,Drake,Premium,Night,87.02,42.24
U2541,21,France,Tidal,,314,99,,Free,Afternoon,15.16,69.75
U3031,25,France,Amazon Music,Metal,585,192,BTS,Premium,Afternoon,56.1,79.51
U3232,59,Brazil,Tidal,Rock,400,5,Bad Bunny,Premium,Morning,35.33,30.07
U5120,22,Japan,Amazon Music,Reggae,81,42,Post Malone,Free,Morning,89.06,43.03
U4235,28,South Korea,Apple Music,R&B,66,184,Adele,Premium,Morning,30.31,68.97
U1254,16,South Korea,Deezer,EDM,233,295,Bad Bunny,Free,Morning,89.97,40.9
U2029,36,Canada,YT,Pop,198,110,Post Malone,Premium,Morning,72.14,64.0
U5392,58,Australia,Spotify,Jazz,383,398,Adele,Free,Night,66.56,73.01
U4800,57,India,Spotify,R&B,26,158,BTS,Free,Night,,60.82
U5310,44,France,Spotify,Country,204,479,The Weeknd,Premium,Afternoon,42.17,49.22
U3509,56,South Korea,Spotify,Jazz,175,174,BTS,Premium,Afternoon,61.98,39.32
U3292,49,India,Tidal,Jazz,480,45,Drake,Free,Afternoon,58.42,50.65
U2323,38,,Amazon Music,Hip-Hop,404,383,Taylor Swift,Free,Afternoon,47.08,65.39
U2550,24,,Apple Music,Rock,17,216,Post Malone,Premium,Afternoon,89.17,18.84
U5647,18,Brazil,Apple Music,Reggae,406,41,Ed Sheeran,Premium,Night,10.08,50.22
U1315,13,France,Deezer,Rock,281,333,Drake,Free,Morning,44.52,14.54
U2242,25,France,Tidal,Hip-Hop,154,376,Taylor Swift,Premium,Morning,34.31,17.51
U3450,53,Japan,Tidal,R&B,51,98,Ed Sheeran,Free,Afternoon,,11.46
U2578,31,USA,YouTube,EDM,332,429,Adele,Free,Morning,71.51,57.52
U5625,55,France,Amazon Music,Pop,528,396,The Weeknd,Free,Morning,56.68,55.82
U4116,48,UK,Amazon Music,Reggae,15,336,Dua Lipa,Premium,Night,71.23,17.41
U1069,57,Japan,YouTube,Jazz,228,94,The Weeknd,,Afternoon,80.01,55.59
U1859,32,India,Deezer,Jazz,133,274,Ed Sheeran,Premium,Morning,50.67,40.36
U3753,35,South Korea,Deezer,Metal,254,173,BTS,Premium,Afternoon,41.08,10.98
U2632,28,UK,Spotify,Reggae,250,20,,Free,Night,71.4,77.27
U2650,13,Australia,YouTube,EDM,593,377,Billie Eilish,Free,Night,17.85,79.3
U4860,35,Australia,Spotify,Pop,458,324,Ed Sheeran,Free,Morning,65.78,52.34
U4106,37,France,Spotify,R&B,576,305,BTS,Premium,Morning,76.17,48.55
U2074,18,Canada,YT,Country,495,252,Drake,Premium,Morning,29.59,11.19
U5001,14,Canada,Apple Music,Reggae,572,64,Ed Sheeran,Free,Night,26.04,48.97
U1787,13,Brazil,Amazon Music,Rock,590,470,Adele,Free,Morning,13.72,17.31
U3605,60,France,Spotify,Hip-Hop,111,313,Adele,Free,Afternoon,66.35,61.26
U4630,49,India,YT,Pop,183,201,The Weeknd,Free,Afternoon,24.38,15.03
U3121,22,Germany,Apple Music,Hip-Hop,439,295,Ed Sheeran,Premium,Night,12.64,30.52
U2874,35,UK,Amazon Music,Jazz,407,123,Taylor Swift,Premium,Morning,35.05,35.5
U1811,53,Canada,Deezer,Reggae,381,453,Ed Sheeran,Premium,Afternoon,35.61,43.51
U1387,51,India,Apple Music,Rock,389,345,Post Malone,Premium,Morning,48.33,5.0
U3882,28,USA,Apple Music,Hip-Hop,282,36,Taylor Swift,Premium,Afternoon,33.44,65.11
U2175,27,UK,YT,Country,137,298,The Weeknd,Premium,Afternoon,23.26,78.66
U4197,41,UK,Amazon Music,R&B,509,143,Adele,,Afternoon,17.63,36.91
U3623,28,Brazil,Amazon Music,Classical,253,188,The Weeknd,,Afternoon,32.39,12.53
U2351,25,South Korea,Tidal,Metal,520,459,Ed Sheeran,Free,Night,40.75,51.03
U1410,34,Australia,YouTube,EDM,56,327,Taylor Swift,Free,Afternoon,42.6,48.32
U5212,30,Japan,Amazon Music,Classical,509,460,Drake,Free,Afternoon,19.41,49.36
U1109,38,Japan,Apple Music,Pop,318,208,The Weeknd,Premium,Afternoon,83.45,22.57
U5995,60,UK,Deezer,Country,348,81,Post Malone,Premium,Morning,49.23,22.36
U4429,18,Brazil,Amazon Music,Metal,438,357,Adele,Free,Morning,38.01,42.02
U3809,32,India,Deezer,Rock,594,319,Dua Lipa,Free,Afternoon,32.14,19.21
U3594,60,Germany,Deezer,EDM,449,202,Drake,Free,Morning,64.18,23.35
U3836,200,Germany,Spotify,Rock,482,241,Taylor Swift,Free,Night,81.59,30.04
U3372,33,France,Apple Music,Country,441,111,Dua Lipa,Premium,Morning,82.38,59.56
U2235,34,Australia,Spotify,Pop,325,298,Adele,Premium,Morning,47.1,53.09
U3146,17,France,Tidal,Hip-Hop,127,169,Billie Eilish,Premium,Afternoon,66.68,45.99
U5975,16,Australia,Apple Music,Classical,513,335,Dua Lipa,Free,Night,77.72,7.49
U1599,57,USA,YouTube,Country,27,133,Billie Eilish,Premium,Afternoon,78.87,38.5
U2434,28,Brazil,Deezer,Country,45,72,Dua Lipa,Premium,Night,17.93,60.09
U5996,38,Australia,Deezer,Hip-Hop,225,218,BTS,Premium,Night,17.08,58.23
U1538,24,Japan,Tidal,Metal,136,378,BTS,Premium,Morning,75.25,75.56
U1721,37,South Korea,Tidal,Rock,265,203,Dua Lipa,Free,Morning,63.1,70.69
U5410,58,Germany,Apple Music,Jazz,482,415,Taylor Swift,Free,Night,,21.67
U2872,45,Japan,Deezer,Hip-Hop,277,240,Billie Eilish,Premium,Morning,43.46,73.79
U3845,13,South Korea,Spotify,EDM,375,130,,,Night,32.61,14.15
U3053,34,France,Spotify,Pop,133,33,Bad Bunny,Premium,Morning,65.58,26.56
U3907,33,UK,Tidal,R&B,120,340,Billie Eilish,Free,Night,46.59,26.22
U3254,35,Japan,Spotify,Jazz,27,459,Drake,Premium,Afternoon,56.35,57.79
U4912,14,Brazil,Apple Music,Hip-Hop,280,2,Drake,Free,Morning,72.29,9.01
U1177,31,Japan,Spotify,Country,160,463,Adele,Premium,Morning,72.16,9.46
U3890,30,Australia,Spotify,Country,298,1,Taylor Swift,Free,Afternoon,62.22,72.75
U4673,54,USA,Amazon Music,EDM,208,339,BTS,Premium,Afternoon,71.68,76.61
U1080,47,UK,Apple Music,Jazz,365,259,Bad Bunny,Free,Morning,15.61,66.64
U3561,43,France,Tidal,Classical,567,24,Drake,Free,Night,68.63,26.57
U2723,33,Germany,Tidal,Hip-Hop,254,175,BTS,Free,Night,88.06,67.71
U2617,19,Australia,YouTube,Jazz,312,72,Bad Bunny,Free,Morning,35.63,18.94
U2654,56,USA,Spotify,Country,169,150,Ed Sheeran,Free,Night,62.26,49.82
U3328,16,Germany,Spotify,EDM,544,158,Drake,Free,Morning,67.07,22.22
U5613,35,Brazil,Tidal,Rock,387,164,Bad Bunny,Premium,Night,43.33,72.47
U1221,18,UK,Deezer,Hip-Hop,570,246,Taylor Swift,Premium,Afternoon,69.77,54.47
U1093,20,Brazil,Apple Music,Classical,578,150,Bad Bunny,,Afternoon,26.23,61.41
U3609,52,France,Amazon Music,EDM,471,458,Drake,Free,Morning,43.03,64.05
U4382,22,France,Deezer,Country,439,328,Drake,Premium,Night,32.87,67.93
U5415,28,UK,Tidal,Reggae,243,208,Adele,Free,Afternoon,51.34,36.69
U2397,15,Canada,Deezer,Country,563,479,Dua Lipa,Free,Afternoon,88.04,28.43
U5686,54,Brazil,YouTube,Jazz,371,91,Bad Bunny,Premium,Night,74.08,57.59
U2292,59,Brazil,Spotify,R&B,288,125,Post Malone,Premium,Night,60.69,13.07
U3164,43,Japan,Deezer,Hip-Hop,443,92,Ed Sheeran,Free,Night,77.92,21.69
U3939,13,Brazil,YT,EDM,458,39,Ed Sheeran,Free,Afternoon,38.21,57.23
U4668,50,USA,Deezer,Hip-Hop,293,386,The Weeknd,Premium,Night,88.22,79.71
U1812,21,UK,Apple Music,EDM,32,397,Ed Sheeran,Free,Morning,74.24,46.33
U2258,51,UK,Deezer,Metal,252,70,Billie Eilish,Premium,Morning,66.85,64.56
U1889,60,Australia,Deezer,R&B,587,294,BTS,Premium,Morning,150.0,10.04
U2451,51,India,YT,Country,544,483,Dua Lipa,Premium,Night,12.17,47.58
U4316,23,Brazil,YT,Rock,509,333,Ed Sheeran,Premium,Morning,27.6,12.26
U3559,36,Canada,Amazon Music,Metal,268,319,Dua Lipa,Premium,Night,51.74,63.97
U4574,46,India,Tidal,Hip-Hop,586,80,Drake,Free,Afternoon,79.26,28.88
U3680,29,Germany,Deezer,R&B,433,291,Adele,Premium,Afternoon,17.3,79.3
U5651,26,India,Apple Music,Hip-Hop,431,20,Dua Lipa,Premium,Morning,22.22,11.04
U5811,13,Canada,Deezer,Reggae,288,109,The Weeknd,Free,Morning,73.37,69.52
U5679,26,,Deezer,Reggae,368,249,Ed Sheeran,Premium,Morning,26.61,57.83
U3964,43,USA,Tidal,Classical,495,79,Bad Bunny,Free,Night,61.3,47.38
U3672,17,Japan,Deezer,Hip-Hop,121,286,The Weeknd,Free,Afternoon,89.83,60.72
U1561,36,Australia,Apple Music,Reggae,524,55,Post Malone,Free,Morning,23.25,9.47
U3778,29,Germany,Apple Music,Country,412,6,Taylor Swift,Free,Night,72.7,12.17
U3948,58,Australia,YouTube,Hip-Hop,472,13,Taylor Swift,Premium,Night,48.18,17.84
U3817,58,USA,YouTube,R&B,384,466,Ed Sheeran,Premium,Afternoon,18.71,9.61
U3758,56,USA,Deezer,Reggae,254,467,Bad Bunny,Free,Night,26.67,31.23
,33,USA,Amazon Music,Classical,187,11,BTS,Premium,Night,46.87,30.75
U1724,55,Australia,Tidal,Country,259,140,Drake,Free,Afternoon,52.07,40.92
U1219,33,South Korea,Tidal,EDM,459,262,Taylor Swift,Premium,Morning,17.41,55.83
U5139,53,France,Deezer,Classical,28,96,Adele,Premium,Morning,16.16,44.11
U4957,40,Japan,YouTube,Hip-Hop,421,318,BTS,Free,Afternoon,56.48,63.98
U2588,30,Australia,Amazon Music,Classical,107,268,Taylor Swift,Free,Afternoon,75.88,23.05
U4347,22,South Korea,Amazon Music,Classical,450,350,BTS,Free,Night,13.05,36.51
U4970,40,Germany,Apple Music,Rock,506,372,Taylor Swift,Premium,Morning,43.08,26.24
U5707,48,Germany,Apple Music,Reggae,167,374,Adele,Free,Morning,77.87,73.14
U1043,50,France,Amazon Music,Hip-Hop,463,463,Drake,Premium,Morning,66.21,59.49
U4001,37,USA,Apple Music,Rock,238,51,Bad Bunny,Free,Morning,55.01,27.66
U1210,22,South Korea,Amazon Music,Hip-Hop,372,168,Billie Eilish,Free,Afternoon,24.79,63.7
U1677,13,Brazil,Amazon Music,Reggae,273,110,BTS,Premium,Morning,15.81,50.06
U1354,47,UK,Amazon Music,Rock,352,79,Adele,Premium,Morning,87.44,39.59
U2433,20,Germany,Apple Music,Reggae,551,356,The Weeknd,Premium,Morning,31.66,28.11
U1949,54,India,YouTube,Rock,294,296,Taylor Swift,Free,Night,78.2,36.68
U3843,40,Germany,YT,Metal,177,47,Ed Sheeran,Free,Afternoon,76.66,53.67
U1577,36,Brazil,Tidal,Rock,544,423,Dua Lipa,Premium,Night,48.51,9.76
U4928,21,Australia,Amazon Music,Pop,341,46,Dua Lipa,Free,Night,50.42,8.22
,32,France,Deezer,Metal,29,391,Taylor Swift,Free,Night,52.15,50.6
U1367,49,Germany,Tidal,EDM,465,125,Taylor Swift,Premium,Afternoon,73.45,44.35
U2612,18,Germany,YT,Hip-Hop,565,91,Bad Bunny,Free,Night,61.56,32.49
U4550,28,Brazil,Apple Music,Metal,426,421,Taylor Swift,Premium,Afternoon,25.06,47.74
U4716,27,Brazil,Tidal,EDM,314,207,Bad Bunny,Premium,Morning,61.87,61.82
